crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
maize,2025-08-22,67,flowering,short_rains,Meru,silty,28.5,175.0,none,high,disease_management,0,high
wheat,2025-09-26,32,vegetative,long_rains,Machakos,peaty,24.0,134.2,medium,medium,pest_control,0,high
tomatoes,2025-09-10,48,flowering,long_rains,Nairobi,loamy,27.3,172.3,none,high,disease_management,0,high
wheat,2025-05-23,158,mature,long_rains,Kiambu,clay,17.9,186.7,low,high,disease_management,0,high
potatoes,2025-10-16,12,seedling,short_rains,Meru,silty,13.5,138.4,medium,medium,pest_control,0,high
potatoes,2025-10-23,5,seedling,short_rains,Nakuru,chalky,13.7,194.6,medium,none,pest_control,0,high
cabbage,2025-10-27,1,seedling,short_rains,Machakos,clay,14.9,80.4,medium,none,pest_control,0,high
beans,2025-08-22,67,fruiting,long_rains,Machakos,peaty,24.0,80.2,high,medium,pest_control,0,high
cabbage,2025-09-27,31,vegetative,short_rains,Nakuru,clay,19.1,183.7,none,none,irrigation,0,high
kale,2025-09-23,35,flowering,short_rains,Meru,silty,19.9,174.3,none,none,weeding,0,high
wheat,2025-06-15,135,mature,long_rains,Nakuru,loamy,19.6,97.3,high,low,pest_control,0,high
wheat,2025-10-05,23,seedling,long_rains,Nairobi,peaty,17.1,169.3,medium,high,pest_control,0,high
kale,2025-08-20,69,mature,short_rains,Meru,loamy,18.6,134.5,medium,high,pest_control,0,high
maize,2025-10-02,26,vegetative,short_rains,Meru,peaty,27.7,154.2,medium,low,pest_control,0,high
kale,2025-10-13,15,vegetative,short_rains,Kisumu,silty,20.0,182.9,low,low,irrigation,0,high
beans,2025-09-21,37,vegetative,long_rains,Kiambu,clay,18.2,140.5,none,medium,disease_management,0,high
cabbage,2025-10-24,4,seedling,short_rains,Kisumu,peaty,21.2,152.2,medium,low,pest_control,0,high
tomatoes,2025-08-05,84,mature,long_rains,Nakuru,chalky,23.2,105.7,high,low,pest_control,0,high
kale,2025-09-15,43,fruiting,dry_season,Eldoret,silty,19.5,49.3,low,low,pest_control,0,high
kale,2025-10-08,20,vegetative,dry_season,Machakos,clay,20.4,20.9,high,medium,pest_control,0,high
kale,2025-09-25,33,flowering,long_rains,Kiambu,loamy,15.3,192.3,high,none,pest_control,0,high
potatoes,2025-07-31,89,fruiting,short_rains,Kiambu,clay,19.1,87.5,low,low,fertilizer_application,1,medium
maize,2025-09-29,29,vegetative,short_rains,Meru,loamy,21.3,61.9,high,medium,pest_control,0,high
tomatoes,2025-09-14,44,flowering,long_rains,Kiambu,loamy,19.5,156.7,low,low,pest_control,0,high
maize,2025-06-13,137,mature,long_rains,Nakuru,sandy,22.8,81.9,low,low,harvesting,0,high
maize,2025-09-15,43,vegetative,long_rains,Eldoret,chalky,26.3,113.7,medium,medium,pest_control,0,high
beans,2025-09-09,49,flowering,short_rains,Machakos,chalky,22.0,188.8,medium,medium,pest_control,0,high
cabbage,2025-08-08,81,mature,short_rains,Kiambu,chalky,16.3,196.1,none,none,harvesting,0,high
potatoes,2025-06-24,126,mature,short_rains,Kisumu,loamy,13.1,166.0,high,high,pest_control,0,high
cabbage,2025-09-04,54,fruiting,short_rains,Nakuru,clay,18.7,157.9,high,low,pest_control,0,high
tomatoes,2025-07-24,96,mature,long_rains,Meru,sandy,19.2,181.2,low,low,harvesting,0,high
potatoes,2025-09-10,48,vegetative,short_rains,Nairobi,clay,21.9,161.4,low,none,weeding,6,medium
beans,2025-10-17,11,seedling,short_rains,Machakos,chalky,18.0,183.7,high,medium,pest_control,0,high
tomatoes,2025-08-27,62,fruiting,long_rains,Eldoret,chalky,28.4,134.5,none,none,fertilizer_application,0,high
potatoes,2025-06-30,120,mature,short_rains,Kiambu,silty,22.1,141.7,none,medium,disease_management,0,high
beans,2025-10-20,8,seedling,short_rains,Kiambu,chalky,22.6,58.0,none,medium,disease_management,0,high
beans,2025-08-06,83,fruiting,short_rains,Meru,loamy,24.7,165.5,low,high,disease_management,0,high
potatoes,2025-10-02,26,vegetative,short_rains,Kisumu,silty,13.6,175.3,high,high,pest_control,0,high
kale,2025-08-30,59,mature,short_rains,Nairobi,chalky,15.3,112.2,medium,none,pest_control,0,high
beans,2025-08-09,80,fruiting,long_rains,Nairobi,chalky,21.0,130.0,low,high,disease_management,0,high
cabbage,2025-10-07,21,vegetative,short_rains,Kisumu,sandy,15.0,102.4,high,high,pest_control,0,high
beans,2025-10-18,10,seedling,long_rains,Kiambu,sandy,17.5,156.9,high,high,pest_control,0,high
cabbage,2025-08-16,73,mature,short_rains,Kiambu,sandy,21.9,113.3,low,medium,disease_management,0,high
maize,2025-08-10,79,flowering,long_rains,Meru,chalky,29.4,162.1,none,high,disease_management,0,high
cabbage,2025-10-25,3,seedling,short_rains,Nairobi,loamy,17.9,53.8,low,low,planting,0,high
cabbage,2025-08-20,69,mature,short_rains,Machakos,loamy,15.3,87.4,high,high,pest_control,0,high
potatoes,2025-06-21,129,mature,short_rains,Eldoret,clay,17.2,71.1,none,none,harvesting,0,high
wheat,2025-07-11,109,fruiting,long_rains,Nairobi,chalky,20.8,65.9,low,medium,disease_management,0,high
maize,2025-09-12,46,vegetative,short_rains,Nairobi,clay,26.2,186.9,none,medium,disease_management,0,high
tomatoes,2025-09-15,43,flowering,long_rains,Meru,sandy,27.1,70.6,high,high,pest_control,0,high
tomatoes,2025-08-15,74,mature,long_rains,Machakos,peaty,28.0,150.9,low,low,harvesting,1,high
kale,2025-08-26,63,mature,short_rains,Kisumu,chalky,18.8,170.1,medium,high,pest_control,0,high
wheat,2025-05-25,156,mature,long_rains,Kisumu,peaty,17.7,147.5,none,none,harvesting,0,high
tomatoes,2025-09-11,47,flowering,long_rains,Kisumu,peaty,25.0,86.9,high,high,pest_control,0,high
tomatoes,2025-08-22,67,fruiting,long_rains,Kiambu,silty,20.2,120.6,medium,none,pest_control,0,high
wheat,2025-07-06,114,fruiting,long_rains,Kisumu,sandy,20.5,163.0,high,medium,pest_control,0,high
kale,2025-10-01,27,vegetative,long_rains,Meru,peaty,21.6,150.2,none,low,disease_management,1,medium
cabbage,2025-09-11,47,flowering,short_rains,Nairobi,clay,18.0,189.2,high,low,pest_control,0,high
wheat,2025-10-06,22,seedling,long_rains,Kisumu,sandy,17.9,181.9,high,low,pest_control,0,high
tomatoes,2025-07-20,100,mature,long_rains,Kisumu,clay,25.5,65.4,high,medium,pest_control,0,high
wheat,2025-09-14,44,vegetative,long_rains,Machakos,loamy,15.7,169.9,low,medium,disease_management,0,high
cabbage,2025-09-18,40,flowering,short_rains,Kisumu,chalky,20.5,193.3,low,none,pest_control,2,medium
beans,2025-08-29,60,flowering,short_rains,Nakuru,loamy,20.1,183.9,medium,high,pest_control,0,high
maize,2025-09-22,36,vegetative,long_rains,Meru,sandy,27.2,190.9,none,high,disease_management,0,high
tomatoes,2025-10-07,21,vegetative,long_rains,Eldoret,silty,23.1,69.7,none,high,disease_management,0,high
tomatoes,2025-08-28,61,fruiting,long_rains,Nakuru,sandy,24.3,177.4,medium,low,pest_control,0,high
wheat,2025-09-05,53,vegetative,long_rains,Kiambu,silty,20.7,168.8,medium,medium,pest_control,0,high
kale,2025-09-07,51,fruiting,dry_season,Machakos,loamy,22.9,11.7,medium,medium,pest_control,0,high
potatoes,2025-08-24,65,flowering,short_rains,Kisumu,clay,17.3,93.9,high,low,pest_control,0,high
wheat,2025-06-29,121,fruiting,long_rains,Eldoret,clay,17.2,68.4,low,low,soil_testing,0,high
maize,2025-10-24,4,seedling,long_rains,Nairobi,loamy,27.9,66.6,medium,none,pest_control,0,high
maize,2025-07-12,108,fruiting,long_rains,Nairobi,peaty,21.1,143.6,medium,none,pest_control,0,high
cabbage,2025-10-16,12,seedling,short_rains,Nairobi,sandy,16.9,64.9,high,medium,pest_control,0,high
cabbage,2025-09-30,28,vegetative,short_rains,Nairobi,peaty,19.8,161.0,medium,low,pest_control,0,high
cabbage,2025-09-22,36,flowering,short_rains,Nairobi,peaty,21.1,77.8,high,medium,pest_control,0,high
wheat,2025-09-12,46,vegetative,long_rains,Eldoret,chalky,16.7,180.9,low,low,fertilizer_application,2,medium
wheat,2025-09-09,49,vegetative,long_rains,Eldoret,chalky,17.0,185.9,medium,high,pest_control,0,high
tomatoes,2025-07-25,95,mature,long_rains,Kiambu,clay,20.3,74.9,medium,high,pest_control,0,high
beans,2025-07-26,94,mature,short_rains,Kisumu,silty,24.2,139.0,medium,none,pest_control,0,high
cabbage,2025-08-13,76,mature,short_rains,Nairobi,silty,19.4,121.3,medium,none,pest_control,0,high
kale,2025-08-22,67,mature,short_rains,Machakos,sandy,19.7,175.9,medium,low,pest_control,0,high
maize,2025-10-06,22,seedling,long_rains,Nakuru,sandy,23.5,128.6,none,medium,disease_management,0,high
kale,2025-08-14,75,mature,dry_season,Eldoret,chalky,23.8,9.0,none,low,harvesting,0,high
beans,2025-10-28,0,seedling,short_rains,Machakos,loamy,18.2,97.3,medium,low,pest_control,0,high
kale,2025-08-17,72,mature,dry_season,Eldoret,chalky,19.9,3.3,medium,none,pest_control,0,high
kale,2025-09-02,56,fruiting,short_rains,Kiambu,sandy,19.3,64.6,medium,high,pest_control,0,high
beans,2025-10-18,10,seedling,long_rains,Eldoret,peaty,21.5,168.6,high,low,pest_control,0,high
wheat,2025-07-14,106,fruiting,long_rains,Meru,chalky,15.5,138.0,medium,none,pest_control,0,high
kale,2025-09-23,35,flowering,dry_season,Nakuru,sandy,22.4,14.7,low,none,weeding,0,high
potatoes,2025-07-05,115,mature,short_rains,Nairobi,clay,15.7,107.7,none,none,harvesting,0,high
maize,2025-09-12,46,vegetative,long_rains,Kiambu,peaty,20.5,82.0,high,low,pest_control,0,high
beans,2025-08-16,73,fruiting,long_rains,Machakos,clay,21.9,195.1,low,low,fertilizer_application,7,medium
wheat,2025-08-31,58,vegetative,long_rains,Kiambu,chalky,19.3,187.9,low,high,disease_management,0,high
potatoes,2025-09-22,36,vegetative,short_rains,Meru,chalky,17.3,165.3,medium,medium,pest_control,0,high
cabbage,2025-08-13,76,mature,short_rains,Nairobi,loamy,17.0,76.0,high,high,pest_control,0,high
potatoes,2025-08-15,74,fruiting,short_rains,Eldoret,sandy,18.5,135.0,low,high,disease_management,0,high
maize,2025-07-20,100,fruiting,short_rains,Kisumu,clay,20.6,104.3,medium,low,pest_control,0,high
tomatoes,2025-09-20,38,flowering,long_rains,Eldoret,chalky,21.8,92.0,medium,medium,pest_control,0,high
tomatoes,2025-08-11,78,mature,long_rains,Nairobi,chalky,24.5,128.8,medium,high,pest_control,0,high
beans,2025-09-17,41,vegetative,short_rains,Eldoret,clay,22.7,106.4,none,high,disease_management,0,high
beans,2025-07-16,104,mature,short_rains,Kisumu,loamy,21.0,133.9,high,high,pest_control,0,high
wheat,2025-08-21,68,flowering,long_rains,Kiambu,loamy,15.3,109.5,none,low,fertilizer_application,1,medium
cabbage,2025-09-18,40,flowering,short_rains,Meru,peaty,19.1,100.1,medium,medium,pest_control,0,high
cabbage,2025-07-23,97,mature,short_rains,Kisumu,loamy,22.5,101.5,low,medium,disease_management,0,high
cabbage,2025-08-02,87,mature,short_rains,Machakos,peaty,22.1,186.7,high,none,pest_control,0,high
potatoes,2025-08-28,61,flowering,short_rains,Meru,loamy,16.8,61.3,medium,high,pest_control,0,high
beans,2025-08-31,58,flowering,short_rains,Nakuru,loamy,22.1,196.9,medium,medium,pest_control,0,high
kale,2025-09-28,30,flowering,long_rains,Nairobi,chalky,18.1,117.3,low,none,irrigation,0,high
potatoes,2025-10-06,22,vegetative,short_rains,Nairobi,peaty,15.2,177.2,low,low,irrigation,0,high
kale,2025-08-08,81,mature,long_rains,Machakos,sandy,17.1,173.2,medium,medium,pest_control,0,high
maize,2025-07-25,95,fruiting,short_rains,Machakos,sandy,21.7,178.5,medium,none,pest_control,0,high
wheat,2025-07-30,90,flowering,long_rains,Nakuru,chalky,20.7,128.3,low,medium,disease_management,0,high
beans,2025-07-25,95,mature,short_rains,Kiambu,silty,23.1,139.2,high,medium,pest_control,0,high
tomatoes,2025-08-13,76,mature,long_rains,Nakuru,chalky,24.7,82.1,low,high,disease_management,0,high
cabbage,2025-08-11,78,mature,short_rains,Kiambu,peaty,19.7,95.3,medium,high,pest_control,0,high
maize,2025-08-29,60,flowering,long_rains,Machakos,silty,23.0,169.5,high,high,pest_control,0,high
wheat,2025-10-26,2,seedling,long_rains,Meru,clay,18.5,155.1,high,medium,pest_control,0,high
wheat,2025-06-08,142,mature,long_rains,Kisumu,clay,15.6,119.6,low,medium,disease_management,0,high
tomatoes,2025-08-13,76,mature,long_rains,Nairobi,chalky,28.4,71.5,none,low,harvesting,0,high
wheat,2025-07-06,114,fruiting,long_rains,Meru,chalky,19.9,124.4,medium,none,pest_control,0,high
cabbage,2025-08-24,65,fruiting,short_rains,Kiambu,peaty,21.9,116.1,none,none,pest_control,0,high
kale,2025-09-07,51,fruiting,short_rains,Kiambu,sandy,22.8,108.0,low,low,weeding,5,low
cabbage,2025-09-12,46,flowering,short_rains,Eldoret,clay,13.7,107.9,high,low,pest_control,0,high
cabbage,2025-09-20,38,flowering,short_rains,Eldoret,peaty,15.0,180.9,medium,low,pest_control,0,high
wheat,2025-07-23,97,fruiting,long_rains,Nairobi,peaty,20.1,157.4,low,low,irrigation,1,medium
kale,2025-09-09,49,fruiting,long_rains,Eldoret,clay,24.7,164.7,low,none,weeding,7,low
kale,2025-10-27,1,seedling,short_rains,Nairobi,loamy,18.4,119.3,none,high,disease_management,0,high
cabbage,2025-08-15,74,mature,short_rains,Eldoret,loamy,21.4,198.6,none,medium,disease_management,0,high
kale,2025-10-19,9,seedling,long_rains,Nairobi,silty,19.0,123.8,none,none,irrigation,0,high
potatoes,2025-08-13,76,fruiting,short_rains,Machakos,silty,20.2,61.0,low,medium,disease_management,0,high
kale,2025-09-12,46,fruiting,dry_season,Meru,peaty,20.1,15.0,high,none,pest_control,0,high
wheat,2025-09-19,39,vegetative,long_rains,Kiambu,peaty,17.2,106.8,medium,none,pest_control,0,high
kale,2025-08-21,68,mature,long_rains,Meru,peaty,21.8,190.5,high,low,pest_control,0,high
beans,2025-07-19,101,mature,short_rains,Nairobi,peaty,22.1,66.1,none,medium,disease_management,0,high
maize,2025-07-25,95,fruiting,short_rains,Eldoret,sandy,29.1,74.2,low,medium,disease_management,0,high
potatoes,2025-09-07,51,flowering,short_rains,Machakos,peaty,13.9,162.7,none,medium,disease_management,0,high
beans,2025-07-19,101,mature,long_rains,Meru,silty,26.7,162.1,none,low,harvesting,0,high
beans,2025-07-10,110,mature,long_rains,Kisumu,peaty,20.7,192.2,high,low,pest_control,0,high
tomatoes,2025-07-17,103,mature,long_rains,Machakos,peaty,21.8,135.9,none,medium,disease_management,0,high
cabbage,2025-10-14,14,vegetative,short_rains,Nairobi,loamy,16.4,107.5,low,medium,disease_management,0,high
maize,2025-07-28,92,fruiting,short_rains,Nakuru,silty,28.0,89.0,medium,none,pest_control,0,high
tomatoes,2025-08-30,59,fruiting,long_rains,Nakuru,silty,27.1,55.9,none,none,disease_management,0,high
beans,2025-08-25,64,fruiting,short_rains,Nairobi,loamy,19.7,195.2,low,medium,disease_management,0,high
beans,2025-07-25,95,mature,short_rains,Nairobi,silty,26.8,58.6,none,low,harvesting,0,high
tomatoes,2025-10-24,4,seedling,long_rains,Kiambu,silty,26.5,179.4,medium,low,pest_control,0,high
maize,2025-07-11,109,fruiting,long_rains,Machakos,peaty,28.1,74.3,low,low,weeding,7,medium
beans,2025-08-10,79,fruiting,long_rains,Nairobi,peaty,18.7,173.1,high,none,pest_control,0,high
tomatoes,2025-10-27,1,seedling,long_rains,Nairobi,clay,25.6,170.7,medium,medium,pest_control,0,high
wheat,2025-10-08,20,seedling,long_rains,Nakuru,loamy,20.0,114.7,none,low,pest_control,1,medium
wheat,2025-10-28,0,seedling,long_rains,Kisumu,chalky,23.6,161.6,medium,low,pest_control,0,high
cabbage,2025-08-06,83,mature,short_rains,Kisumu,silty,17.7,165.6,none,high,disease_management,0,high
wheat,2025-06-23,127,mature,long_rains,Nairobi,chalky,21.7,77.0,high,medium,pest_control,0,high
kale,2025-09-17,41,flowering,short_rains,Eldoret,silty,21.9,190.8,low,none,pest_control,1,medium
kale,2025-10-27,1,seedling,dry_season,Nakuru,sandy,17.0,21.4,low,high,disease_management,0,high
kale,2025-09-27,31,flowering,dry_season,Meru,sandy,17.1,11.5,low,high,disease_management,0,high
cabbage,2025-10-08,20,vegetative,short_rains,Nairobi,silty,16.2,183.9,low,high,disease_management,0,high
potatoes,2025-09-18,40,vegetative,short_rains,Eldoret,loamy,19.4,196.7,none,medium,disease_management,0,high
wheat,2025-08-11,78,flowering,long_rains,Machakos,clay,15.3,186.8,high,high,pest_control,0,high
wheat,2025-09-10,48,vegetative,long_rains,Kisumu,sandy,15.2,83.9,medium,none,pest_control,0,high
cabbage,2025-10-09,19,vegetative,short_rains,Kiambu,chalky,21.0,154.3,none,high,disease_management,0,high
maize,2025-08-31,58,vegetative,short_rains,Meru,clay,20.3,95.4,high,none,pest_control,0,high
wheat,2025-05-30,151,mature,long_rains,Nairobi,clay,23.3,75.8,high,none,pest_control,0,high
wheat,2025-08-23,66,flowering,long_rains,Meru,loamy,19.1,101.0,medium,medium,pest_control,0,high
beans,2025-08-11,78,fruiting,long_rains,Meru,loamy,19.3,182.0,high,medium,pest_control,0,high
potatoes,2025-08-20,69,flowering,short_rains,Meru,clay,15.2,76.6,low,none,irrigation,3,medium
kale,2025-10-01,27,vegetative,short_rains,Kiambu,peaty,20.0,130.9,high,high,pest_control,0,high
kale,2025-09-20,38,flowering,dry_season,Eldoret,loamy,16.7,19.5,high,low,pest_control,0,high
maize,2025-06-07,143,mature,short_rains,Kiambu,clay,26.2,120.5,medium,high,pest_control,0,high
beans,2025-07-15,105,mature,long_rains,Meru,loamy,22.0,159.6,low,low,harvesting,0,high
beans,2025-07-19,101,mature,short_rains,Kiambu,sandy,23.4,136.0,high,none,pest_control,0,high
tomatoes,2025-09-29,29,vegetative,long_rains,Machakos,silty,26.8,77.6,medium,medium,pest_control,0,high
kale,2025-10-16,12,vegetative,long_rains,Eldoret,peaty,22.8,94.6,none,none,irrigation,0,high
cabbage,2025-08-14,75,mature,short_rains,Eldoret,clay,14.3,100.9,none,low,harvesting,0,high
beans,2025-08-05,84,fruiting,short_rains,Machakos,loamy,20.5,197.0,medium,none,pest_control,0,high
tomatoes,2025-08-09,80,mature,long_rains,Nakuru,silty,20.6,82.9,high,high,pest_control,0,high
kale,2025-09-23,35,flowering,long_rains,Nakuru,sandy,23.0,143.9,none,low,weeding,0,high
kale,2025-10-07,21,vegetative,long_rains,Nairobi,sandy,23.8,120.1,high,low,pest_control,0,high
potatoes,2025-07-02,118,mature,short_rains,Machakos,silty,22.0,192.1,none,none,harvesting,0,high
beans,2025-07-04,116,mature,long_rains,Kisumu,clay,23.1,127.7,high,none,pest_control,0,high
cabbage,2025-08-07,82,mature,short_rains,Nakuru,chalky,18.7,73.9,high,medium,pest_control,0,high
kale,2025-08-05,84,mature,short_rains,Kiambu,loamy,19.9,114.5,medium,medium,pest_control,0,high
cabbage,2025-08-07,82,mature,short_rains,Machakos,clay,17.2,63.0,high,high,pest_control,0,high
wheat,2025-10-24,4,seedling,long_rains,Machakos,sandy,20.3,71.3,low,none,irrigation,0,high
maize,2025-09-15,43,vegetative,short_rains,Nairobi,loamy,29.3,114.9,low,none,pest_control,0,high
kale,2025-09-12,46,fruiting,long_rains,Machakos,loamy,16.4,157.1,low,medium,disease_management,0,high
wheat,2025-07-29,91,fruiting,long_rains,Machakos,silty,15.3,166.4,medium,high,pest_control,0,high
beans,2025-08-30,59,flowering,short_rains,Machakos,clay,21.2,176.8,none,high,disease_management,0,high
cabbage,2025-10-13,15,vegetative,short_rains,Kisumu,loamy,20.0,121.4,high,high,pest_control,0,high
potatoes,2025-10-15,13,seedling,short_rains,Eldoret,silty,19.0,67.1,none,none,irrigation,0,high
kale,2025-10-15,13,vegetative,long_rains,Nakuru,chalky,17.6,60.6,high,none,pest_control,0,high
maize,2025-09-23,35,vegetative,short_rains,Meru,sandy,28.5,67.8,none,none,weeding,0,high
beans,2025-08-18,71,fruiting,short_rains,Nakuru,loamy,18.2,156.1,high,none,pest_control,0,high
wheat,2025-08-14,75,flowering,long_rains,Kisumu,clay,20.0,77.9,low,low,irrigation,5,medium
potatoes,2025-07-16,104,mature,short_rains,Nairobi,sandy,15.6,142.6,high,medium,pest_control,0,high
cabbage,2025-08-19,70,mature,short_rains,Machakos,sandy,22.4,189.2,low,none,harvesting,0,high
potatoes,2025-09-24,34,vegetative,short_rains,Kiambu,chalky,20.6,73.0,medium,none,pest_control,0,high
tomatoes,2025-09-18,40,flowering,long_rains,Nakuru,chalky,20.9,136.1,low,none,pest_control,2,medium
kale,2025-10-02,26,vegetative,short_rains,Nairobi,chalky,16.7,171.7,high,high,pest_control,0,high
beans,2025-09-28,30,vegetative,short_rains,Kiambu,sandy,22.6,190.7,low,none,irrigation,0,high
cabbage,2025-09-16,42,flowering,short_rains,Nakuru,sandy,19.7,198.9,high,high,pest_control,0,high
maize,2025-10-27,1,seedling,long_rains,Nakuru,chalky,27.3,72.3,low,high,disease_management,0,high
cabbage,2025-09-24,34,vegetative,short_rains,Kisumu,sandy,16.0,104.0,high,medium,pest_control,0,high
tomatoes,2025-09-20,38,flowering,long_rains,Kiambu,peaty,26.5,173.8,none,high,disease_management,0,high
kale,2025-08-28,61,mature,dry_season,Kiambu,peaty,15.8,48.4,medium,high,pest_control,0,high
kale,2025-10-25,3,seedling,long_rains,Nairobi,sandy,19.3,97.8,low,none,planting,0,high
kale,2025-08-29,60,mature,long_rains,Nairobi,chalky,22.2,134.7,medium,none,pest_control,0,high
cabbage,2025-09-23,35,flowering,short_rains,Eldoret,silty,14.7,118.3,none,none,weeding,0,high
kale,2025-09-16,42,fruiting,dry_season,Kiambu,clay,16.8,7.4,high,low,pest_control,0,high
potatoes,2025-08-03,86,fruiting,short_rains,Eldoret,loamy,22.3,77.3,none,none,irrigation,5,medium
kale,2025-10-25,3,seedling,long_rains,Nakuru,peaty,19.4,59.7,none,low,planting,0,high
maize,2025-07-23,97,fruiting,short_rains,Eldoret,clay,20.5,71.2,low,none,irrigation,7,medium
wheat,2025-06-22,128,mature,long_rains,Kisumu,silty,15.1,55.6,none,low,harvesting,2,high
maize,2025-09-23,35,vegetative,short_rains,Nairobi,loamy,27.6,81.6,low,high,disease_management,0,high
kale,2025-10-11,17,vegetative,long_rains,Nairobi,chalky,19.6,68.0,none,none,irrigation,0,high
beans,2025-08-14,75,fruiting,long_rains,Eldoret,clay,25.0,138.3,low,high,disease_management,0,high
potatoes,2025-07-30,90,fruiting,short_rains,Eldoret,loamy,20.9,178.7,high,high,pest_control,0,high
wheat,2025-10-10,18,seedling,long_rains,Kisumu,loamy,15.7,150.1,low,medium,disease_management,0,high
potatoes,2025-09-21,37,vegetative,short_rains,Kisumu,clay,14.8,74.4,none,high,disease_management,0,high
kale,2025-10-18,10,seedling,short_rains,Machakos,chalky,21.7,154.6,low,high,disease_management,0,high
tomatoes,2025-09-10,48,flowering,long_rains,Kisumu,peaty,22.4,66.7,high,low,pest_control,0,high
wheat,2025-10-21,7,seedling,long_rains,Machakos,peaty,18.7,75.7,medium,medium,pest_control,0,high
beans,2025-08-14,75,fruiting,short_rains,Kisumu,clay,26.5,84.5,low,medium,disease_management,0,high
cabbage,2025-08-26,63,fruiting,short_rains,Nairobi,loamy,16.3,181.3,low,low,fertilizer_application,0,high
beans,2025-09-09,49,flowering,short_rains,Nakuru,loamy,25.4,172.2,low,high,disease_management,0,high
cabbage,2025-09-22,36,flowering,short_rains,Machakos,clay,14.5,189.6,medium,medium,pest_control,0,high
maize,2025-08-07,82,flowering,short_rains,Kisumu,loamy,20.9,176.9,medium,medium,pest_control,0,high
tomatoes,2025-08-11,78,mature,long_rains,Machakos,clay,21.8,194.6,medium,high,pest_control,0,high
kale,2025-10-05,23,vegetative,long_rains,Nakuru,chalky,16.8,61.9,low,medium,disease_management,0,high
potatoes,2025-06-21,129,mature,short_rains,Meru,clay,13.7,83.5,medium,low,pest_control,0,high
potatoes,2025-07-15,105,mature,short_rains,Machakos,chalky,16.1,165.3,none,medium,disease_management,0,high
tomatoes,2025-08-27,62,fruiting,long_rains,Meru,loamy,26.2,156.2,none,high,disease_management,0,high
potatoes,2025-08-09,80,fruiting,short_rains,Machakos,sandy,20.2,157.8,high,none,pest_control,0,high
cabbage,2025-09-18,40,flowering,short_rains,Nairobi,sandy,19.5,62.7,none,none,pest_control,2,medium
cabbage,2025-07-20,100,mature,short_rains,Nakuru,chalky,22.5,151.4,medium,low,pest_control,0,high
cabbage,2025-08-24,65,fruiting,short_rains,Meru,silty,13.1,66.2,none,medium,disease_management,0,high
wheat,2025-09-03,55,vegetative,long_rains,Kisumu,chalky,17.0,174.0,none,none,weeding,1,medium
tomatoes,2025-09-21,37,vegetative,long_rains,Kiambu,sandy,27.8,131.8,none,none,weeding,0,high
cabbage,2025-10-26,2,seedling,short_rains,Nakuru,silty,14.4,116.9,none,none,planting,0,high
tomatoes,2025-09-18,40,flowering,long_rains,Kisumu,chalky,26.3,140.6,low,low,pest_control,2,medium
potatoes,2025-07-21,99,mature,short_rains,Kisumu,sandy,22.2,188.5,low,high,disease_management,0,high
kale,2025-10-13,15,vegetative,short_rains,Kisumu,sandy,17.0,159.9,none,none,irrigation,0,high
tomatoes,2025-08-17,72,mature,long_rains,Kisumu,clay,19.9,67.1,high,none,pest_control,0,high
potatoes,2025-10-24,4,seedling,short_rains,Kisumu,sandy,22.7,121.2,medium,none,pest_control,0,high
maize,2025-07-29,91,fruiting,short_rains,Meru,sandy,22.2,124.7,low,none,irrigation,5,medium
wheat,2025-06-18,132,mature,long_rains,Nakuru,chalky,24.6,180.8,none,medium,disease_management,0,high
cabbage,2025-09-05,53,fruiting,short_rains,Machakos,peaty,15.4,198.5,low,none,weeding,3,medium
wheat,2025-10-02,26,vegetative,long_rains,Machakos,clay,22.9,54.4,low,medium,disease_management,0,high
beans,2025-10-08,20,vegetative,short_rains,Eldoret,clay,26.8,89.2,high,medium,pest_control,0,high
tomatoes,2025-09-10,48,flowering,long_rains,Kisumu,loamy,25.4,53.5,medium,high,pest_control,0,high
cabbage,2025-09-03,55,fruiting,short_rains,Kisumu,peaty,15.0,162.4,high,none,pest_control,0,high
cabbage,2025-09-06,52,fruiting,short_rains,Kiambu,loamy,16.2,178.1,medium,medium,pest_control,0,high
wheat,2025-07-10,110,fruiting,long_rains,Nairobi,silty,17.9,95.2,high,high,pest_control,0,high
cabbage,2025-08-25,64,fruiting,short_rains,Machakos,clay,22.1,84.7,low,low,pest_control,0,high
potatoes,2025-10-17,11,seedling,short_rains,Machakos,silty,17.0,152.0,low,medium,disease_management,0,high
cabbage,2025-07-21,99,mature,short_rains,Meru,chalky,20.0,108.2,low,medium,disease_management,0,high
maize,2025-10-26,2,seedling,long_rains,Machakos,silty,28.3,91.4,high,low,pest_control,0,high
tomatoes,2025-09-13,45,flowering,long_rains,Machakos,chalky,27.0,109.7,high,low,pest_control,0,high
beans,2025-08-30,59,flowering,short_rains,Nakuru,silty,19.9,196.0,low,medium,disease_management,0,high
cabbage,2025-09-30,28,vegetative,short_rains,Eldoret,chalky,21.1,198.2,low,high,disease_management,0,high
cabbage,2025-09-26,32,vegetative,short_rains,Meru,loamy,15.0,94.7,high,high,pest_control,0,high
potatoes,2025-07-13,107,mature,short_rains,Kiambu,sandy,13.8,153.6,medium,high,pest_control,0,high
wheat,2025-06-18,132,mature,long_rains,Meru,clay,16.5,91.6,low,none,harvesting,0,high
